Location,Shot,Offside,AirDuelWon,GroundDuelWon,Corner,CrossAcc,Foul,Tackle,SprintD,Cross,OppRank,LSRD,TackleWon,HSRE,MSRD,FwdPass
1,13,3,66.67,56,2,22.22,23,23,1513.6,9,1,86452.3,65.22,368.5,13118.6,269
0,21,1,33.33,44,6,28.57,13,14,962.5,28,0,82131.5,64.29,304.7,12688.5,385
1,9,2,44.44,53.33,1,0,23,19,803,2,0,89851.3,63.16,258.5,11569.8,222
0,25,0,55.56,46.67,8,30.56,22,13,751.3,36,1,86519.4,69.23,262.9,11221.1,407
1,16,5,54.55,50,4,45.45,16,35,1368.4,22,0,84090.6,62.86,320.1,13250.6,286
0,12,0,45.45,50,2,6.67,25,33,1171.5,15,1,85118,63.64,302.5,14162.5,286
1,18,1,58.82,42.86,9,25,13,21,1333.2,20,1,81889.5,61.9,269.5,9009,352
0,9,1,41.18,57.14,3,46.15,14,22,1335.4,13,1,81987.4,63.64,282.7,11350.9,269
1,14,2,66.67,50,6,23.08,18,20,1379.4,26,1,85439.2,55,338.8,12688.5,441
0,10,2,33.33,50,7,10,26,19,1009.8,20,1,88218.9,63.16,359.7,16403.2,270
1,19,4,50,48.15,4,23.08,17,14,1263.9,13,1,84871.6,64.29,316.8,12014.2,393
0,17,3,50,51.85,5,17.65,13,22,1412.4,17,1,88085.8,72.73,378.4,14685,304
1,22,5,68.18,56.25,7,45.83,11,13,1376.1,24,1,89302.4,53.85,363,13395.8,411
0,11,0,31.82,43.75,5,24,13,21,1673.1,25,1,91322,61.9,386.1,13277,324
1,16,4,55.56,65.38,6,20,9,23,1696.2,20,0,91187.8,56.52,367.4,13844.6,317
0,15,1,44.44,34.62,3,43.75,25,19,1863.4,16,1,90138.4,84.21,427.9,16182.1,346
1,13,1,36.11,39.13,4,28.57,16,16,781,21,0,89243,62.5,336.6,15321.9,402
0,8,2,63.89,60.87,3,45.45,20,31,874.5,11,1,93316.3,64.52,328.9,14067.9,308
1,13,1,51.72,40,4,4.55,19,13,1048.3,22,0,84601,61.54,338.8,13550.9,442
0,10,2,48.28,60.87,3,41.67,14,25,1149.5,12,1,88385,64,316.8,12976.7,300
1,11,2,43.24,30.77,2,15.38,22,28,1060.4,13,0,86055.2,57.14,347.6,14010.7,343
0,17,3,56.76,69.23,5,28.57,17,32,1499.3,14,1,86606.3,62.5,400.4,14836.8,327
1,18,4,54.1,63.89,3,32,19,20,1114.3,25,0,88082.5,50,355.3,14752.1,313
0,7,1,45.76,35.29,6,19.05,27,23,1216.6,21,0,89868.9,69.57,420.2,18235.8,241
1,6,3,56,41.67,1,0,9,6,1472.9,6,0,89559.8,66.67,368.5,13300.1,285
0,13,3,44,58.33,2,25,18,10,1313.4,12,0,84652.7,90,339.9,11617.1,323
1,15,1,73.47,53.73,9,28.57,23,25,1427.8,35,0,84826.5,60,394.9,13964.5,301
0,4,2,26.53,46.27,1,0,30,36,1235.3,5,0,87565.5,52.78,394.9,15491.3,222
1,6,3,62.5,64.86,2,17.65,27,43,1459.7,17,0,90919.4,69.77,387.2,15772.9,378
0,6,1,37.5,35.14,3,18.18,16,18,1436.6,11,0,92021.6,66.67,396,14396.8,388
1,11,4,38.1,60,5,20,20,16,1632.4,15,1,89490.5,43.75,368.5,14342.9,300
0,9,1,61.9,40,2,13.33,13,16,1871.1,15,0,88755.7,68.75,484,17218.3,422
1,21,1,65.71,34.78,9,32.14,20,18,1048.3,28,1,89543.3,72.22,366.3,14616.8,398
0,5,1,34.29,65.22,2,14.29,15,20,918.5,14,0,93539.6,60,357.5,14686.1,259
1,6,3,48.28,50,1,22.73,13,21,1240.8,22,1,87453.3,61.9,382.8,13901.8,415
0,8,2,51.72,50,6,20.83,12,16,1393.7,24,0,86431.4,62.5,372.9,13019.6,267
1,8,0,51.35,52.38,6,25,15,15,574.2,16,0,90175.8,86.67,370.7,14062.4,314
0,17,2,48.65,47.62,3,23.53,8,22,759,17,0,88975.7,77.27,337.7,13327.6,326
1,13,0,68.42,48.39,6,25.93,18,16,1343.1,27,0,88443.3,56.25,390.5,14905,406
0,10,2,31.58,51.61,2,18.18,11,19,1103.3,11,0,89640.1,68.42,355.3,14671.8,330
1,16,3,56.67,48.39,3,30.77,12,13,994.4,13,0,84758.3,61.54,328.9,12070.3,344
0,11,0,43.33,51.61,0,40,22,24,1084.6,5,0,86218,62.5,314.6,13062.5,284
1,10,1,42.55,54.05,4,11.11,16,29,1999.8,18,0,89423.4,65.52,413.6,15306.5,323
0,14,2,57.45,45.95,5,37.5,19,20,2072.4,16,0,90207.7,70,412.5,14696,307
1,21,3,68.57,47.83,12,35.14,15,24,983.4,37,1,89311.2,58.33,360.8,15913.7,381
0,6,4,31.43,52.17,5,30.77,20,17,1255.1,13,0,87593,58.82,324.5,13284.7,192
1,17,1,55.17,42.86,4,22.22,22,29,1485,18,0,85155.4,44.83,390.5,13971.1,288
0,8,0,44.83,57.69,1,21.43,13,20,1094.5,14,0,84243.5,65,399.3,13992,359
1,14,2,45.45,51.72,11,22.73,21,16,874.5,22,0,85687.8,62.5,286,13156,312
0,17,1,54.55,48.28,10,20,12,12,892.1,20,0,85675.7,91.67,317.9,12655.5,376
1,20,1,53.13,38.71,15,20.45,16,20,1364,44,1,86722.9,60,361.9,15381.3,411
0,10,1,46.88,61.29,4,36.36,10,32,1666.5,11,0,86962.7,68.75,422.4,15772.9,272
1,23,4,59.26,32,6,27.27,14,13,1313.4,22,1,77642.4,38.46,308,11009.9,330
0,7,1,40.74,68,3,33.33,16,12,1136.3,12,0,83140.2,58.33,360.8,12589.5,263
1,12,4,66.67,52.94,3,25,14,14,2437.6,20,1,92341.7,78.57,467.5,17593.4,274
0,12,0,33.33,47.06,11,32.14,26,18,1972.3,28,0,91720.2,61.11,464.2,15832.3,335
1,10,5,65.71,56.67,4,40,32,20,1590.6,15,1,93260.2,55,466.4,19089.4,208
0,4,0,34.29,43.33,3,25,6,24,1062.6,12,0,94215,62.5,370.7,15519.9,160
1,12,3,63.16,56.52,6,14.29,18,23,1137.4,21,1,94796.9,52.17,438.9,16915.8,276
0,7,0,36.84,43.48,3,7.69,16,25,1150.6,13,0,92477,60,368.5,15579.3,356
1,12,0,56.67,44.83,7,20,16,12,1340.9,15,0,88151.8,83.33,400.4,14984.2,383
0,12,3,43.33,55.17,10,14.29,20,22,1217.7,28,0,85317.1,72.73,369.6,15917,336
1,10,2,54.55,54.55,1,25.93,22,11,1256.2,27,0,88081.4,81.82,363,15068.9,344
0,9,5,45.45,45.45,4,44.44,26,13,1282.6,18,0,86937.4,76.92,390.5,15471.5,355
1,8,1,52.38,47.22,5,15,18,21,1280.4,20,1,88290.4,76.19,366.3,14448.5,401
0,10,2,47.62,52.78,5,35,12,28,1428.9,20,0,90495.9,67.86,388.3,16698,376
1,11,3,50,54.84,5,31.82,18,13,638,22,1,84129.1,38.46,411.4,15537.5,351
0,13,2,50,45.16,5,38.89,27,18,577.5,18,0,82721.1,61.11,354.2,15361.5,273
1,19,3,66.67,52.17,5,44,23,14,1267.2,25,0,88009.9,57.14,387.2,14426.5,402
0,14,3,33.33,47.83,4,11.11,17,18,1263.9,9,0,91378.1,77.78,321.2,13990.9,331
1,14,3,55.26,61.29,3,38.46,28,16,623.7,13,1,81704.7,75,250.8,9524.9,109
0,17,2,44.74,38.71,6,25,21,14,716.1,20,0,85277.5,92.86,260.7,12235.3,82
1,17,5,36.84,44.44,6,26.09,20,22,1635.7,23,0,81812.5,81.82,381.7,14063.5,337
0,9,4,63.16,55.56,4,33.33,18,18,1140.7,15,0,80117.4,66.67,267.3,11310.2,298
1,11,2,74.07,27.27,2,17.65,14,9,1619.2,17,1,81656.3,77.78,299.2,12457.5,378
0,10,3,25.93,72.73,2,0,15,11,1408,11,0,82803.6,90.91,289.3,11767.8,210
1,11,3,53.33,70,6,26.32,13,13,957,19,1,86326.9,76.92,244.2,10430.2,267
0,15,0,46.67,30,4,18.18,18,16,1269.4,22,0,84720.9,62.5,284.9,12002.1,336
1,9,1,48.57,40.74,7,22.22,26,18,1269.4,18,0,85719.7,61.11,282.7,10554.5,280
0,11,3,51.43,59.26,1,20,19,16,938.3,15,0,83196.3,81.25,272.8,11143,313
1,26,7,40,41.67,6,28.57,28,17,766.7,21,0,86213.6,64.71,287.1,12072.5,402
0,5,0,60,58.33,0,40,14,21,733.7,5,0,85410.6,71.43,262.9,12356.3,342
1,10,4,53.13,52.63,5,23.53,18,21,1171.5,17,1,88160.6,71.43,360.8,15214.1,291
0,13,1,46.88,47.37,5,26.09,11,22,1553.2,23,0,89640.1,63.64,383.9,15725.6,395
1,12,2,44.44,44,7,14.81,17,18,1343.1,27,1,84527.3,66.67,297,12607.1,349
0,11,1,55.56,56,4,15.79,17,10,1037.3,19,0,85140,50,338.8,14268.1,266
1,19,6,58.62,57.89,3,55.56,19,17,987.8,9,0,84399.7,100,293.7,11254.1,289
0,14,0,41.38,42.11,4,32,21,19,1236.4,25,0,81868.6,73.68,291.5,12667.6,344
1,15,3,50,47.83,10,17.86,21,14,1205.6,28,1,83536.2,64.29,333.3,15016.1,442
0,3,2,50,52.17,2,14.29,10,18,761.2,7,0,87781.1,83.33,276.1,13626.8,271
1,20,3,48,30.77,8,24.14,19,17,939.4,29,0,84030.1,64.71,345.4,12670.9,389
0,8,0,52,69.23,2,25,15,19,675.4,12,0,84569.1,68.42,262.9,11356.4,323
1,22,0,44,65.38,3,22.73,11,20,1072.5,22,1,87631.5,70,290.4,12076.9,383
0,6,0,56,34.62,1,28.57,9,26,1059.3,14,0,91016.2,76.92,321.2,12986.6,349
1,15,2,56.52,50,6,29.41,20,18,1191.3,17,1,86376.4,83.33,338.8,14637.7,360
0,12,2,43.48,50,1,29.41,10,7,1238.6,17,0,86064,100,361.9,14055.8,325
1,16,3,50,45.83,3,27.78,18,23,814,18,0,84462.4,78.26,247.5,10851.5,294
0,17,0,50,54.17,2,58.33,13,22,1114.3,12,0,83413,72.73,251.9,10656.8,378
1,19,0,39.13,59.09,4,22.22,15,25,729.3,18,0,82189.8,72,217.8,10320.2,281
0,12,2,60.87,40.91,6,15,22,18,744.7,20,0,81986.3,50,242,11181.5,286
1,14,3,40,52.94,5,7.69,14,14,779.9,13,0,87708.5,85.71,262.9,12026.3,301
0,21,3,60,47.06,4,17.86,10,11,1351.9,28,0,88393.8,81.82,316.8,11649,425
1,15,1,47.06,53.85,4,14.29,17,14,641.3,14,1,81071.1,92.86,203.5,8822,333
0,14,7,52.94,46.15,9,25,6,17,789.8,24,0,79715.9,70.59,242,9792.2,341
1,25,2,40,58.33,4,24.14,21,14,916.3,29,1,81262.5,85.71,284.9,11410.3,338
0,17,1,60,41.67,3,41.67,24,19,1168.2,12,0,83275.5,57.89,335.5,13165.9,214
1,14,3,60.87,57.14,5,27.78,16,13,1251.8,18,0,82346,84.62,275,11754.6,269
0,12,2,39.13,42.86,4,14.29,22,23,1640.1,14,0,82273.4,52.17,310.2,12480.6,288
1,13,2,33.33,42.11,5,0,28,11,943.8,24,1,81998.4,63.64,204.6,8889.1,309
0,3,4,66.67,57.89,3,45.45,18,11,930.6,11,0,80097.6,90.91,196.9,8960.6,243
1,16,4,80.95,37.93,4,34.62,14,16,763.4,26,0,83429.5,75,232.1,9902.2,340
0,6,2,19.05,62.07,1,50,13,15,886.6,8,0,83352.5,73.33,218.9,8187.3,308
1,16,1,27.59,31.82,2,15.79,16,15,883.3,19,0,83939.9,73.33,249.7,10456.6,381
0,19,9,72.41,68.18,10,47.37,15,12,957,19,0,80758.7,83.33,248.6,10327.9,259
1,21,2,50,58.33,7,35.29,11,19,864.6,17,0,82292.1,52.63,265.1,10631.5,353
0,11,1,50,41.67,5,26.67,18,16,545.6,15,0,82585.8,62.5,275,11944.9,281
1,9,0,59.09,72,2,29.41,21,28,986.7,17,1,84675.8,92.86,262.9,9685.5,323
0,15,0,40.91,28,4,19.35,11,24,1160.5,31,0,84927.7,83.33,270.6,10784.4,338
1,20,3,60,46.88,7,18.75,13,18,970.2,16,1,86262,61.11,233.2,9884.6,380
0,11,1,40,53.13,2,12.5,17,15,794.2,16,0,86208.1,73.33,260.7,11446.6,318
1,8,1,45.83,64,7,13.64,20,24,1345.3,22,1,86100.3,66.67,275,11797.5,309
0,14,2,54.17,36,9,33.33,14,14,1204.5,24,0,83795.8,64.29,286,12291.4,327
1,34,2,57.14,50,9,27.27,15,12,1361.8,22,0,81409.9,58.33,279.4,10305.9,338
0,13,4,42.86,50,4,41.18,21,11,874.5,17,0,82214,63.64,216.7,9830.7,238
1,19,1,42.86,44.44,10,33.33,11,15,1205.6,27,0,84849.6,80,282.7,12214.4,429
0,12,0,57.14,55.56,3,12.5,13,13,561,8,0,80512.3,84.62,271.7,12280.4,292
1,19,4,46.15,52,13,15.15,16,26,1382.7,33,0,85119.1,57.69,308,11331.1,343
0,17,5,53.85,48,2,38.46,15,19,1288.1,13,0,86845,57.89,284.9,11250.8,285
1,18,0,76.92,56.25,3,26.32,12,13,1133,19,1,91462.8,76.92,352,13267.1,420
0,7,6,23.08,43.75,6,15,6,30,1281.5,20,0,92496.8,66.67,387.2,14899.5,311
1,19,0,68.75,46.67,6,20.83,18,18,1246.3,24,1,86511.7,66.67,261.8,11055,373
0,13,1,31.25,53.33,1,15.38,16,15,1164.9,13,0,86266.4,86.67,291.5,11386.1,284
1,20,0,52.38,40.74,7,25,12,15,1416.8,36,0,89249.6,60,361.9,14373.7,366
0,9,1,47.62,59.26,3,20,8,11,1017.5,15,0,87837.2,45.45,321.2,13780.8,372
1,24,0,40,44.12,5,38.89,14,24,1301.3,18,1,85958.4,75,354.2,13093.3,427
0,10,3,60,55.88,2,25,18,13,1332.1,8,0,86183.9,69.23,320.1,13392.5,236
1,14,1,60.87,72.41,4,30,11,16,1498.2,20,1,90889.7,81.25,387.2,13572.9,479
0,7,3,39.13,27.59,0,33.33,11,24,1524.6,12,0,90855.6,62.5,407,16310.8,299
1,23,1,46.67,55.17,5,31.25,10,23,964.7,16,0,86275.2,65.22,281.6,10774.5,358
0,10,6,53.33,44.83,6,13.04,14,24,1073.6,23,0,83963,79.17,324.5,11312.4,313
1,21,3,52.94,39.13,7,31.25,12,19,1169.3,32,1,86648.1,68.42,223.3,10014.4,410
0,9,0,47.06,60.87,0,20,16,20,908.6,5,0,87146.4,90,265.1,9372,256
1,34,2,46.67,61.11,8,38.89,18,8,1117.6,36,0,85253.3,62.5,305.8,11929.5,351
0,7,3,53.33,38.89,2,0,22,16,617.1,3,0,83002.7,50,249.7,11335.5,230
1,11,7,42.86,65.22,5,10,11,18,1653.3,20,1,87348.8,77.78,353.1,13556.4,456
0,11,3,57.14,34.78,4,38.46,12,23,1141.8,13,0,87678.8,82.61,349.8,12213.3,315
1,15,1,72.22,44.44,5,44.44,12,19,1004.3,18,1,84389.8,78.95,309.1,13337.5,410
0,20,1,27.78,55.56,4,41.18,5,17,1285.9,17,0,90878.7,70.59,335.5,14329.7,294
1,14,2,45.83,52.38,7,21.05,17,11,1164.9,19,1,83837.6,72.73,303.6,12052.7,326
0,12,3,54.17,47.62,7,25,16,12,774.4,20,0,85972.7,58.33,316.8,13758.8,302
1,14,2,48.48,55,7,37.5,14,15,944.9,16,0,85125.7,66.67,301.4,10895.5,270
0,11,4,51.52,45,5,13.64,19,18,1085.7,22,1,84629.6,94.44,275,11229.9,325
1,12,1,33.33,52.94,1,43.75,13,19,900.9,16,0,88270.6,68.42,297,11827.2,301
0,16,1,66.67,47.06,9,26.67,12,25,777.7,30,1,86042,84,214.5,11006.6,349
1,12,1,41.18,68.18,6,17.39,16,24,1865.6,23,0,86870.3,75,441.1,15517.7,301
0,8,2,58.82,31.82,8,15.63,23,10,1155,32,1,84539.4,90,355.3,13772,338
1,9,2,33.33,35.29,7,9.09,11,23,1743.5,22,0,84531.7,86.96,452.1,15050.2,307
0,14,1,66.67,64.71,4,27.27,15,13,1301.3,11,1,87151.9,84.62,349.8,13102.1,393
1,9,0,58.06,39.13,4,31.58,14,14,1162.7,19,1,87333.4,85.71,268.4,11979,369
0,14,0,41.94,60.87,2,40,12,19,811.8,15,1,85495.3,78.95,224.4,10543.5,316
1,14,4,58.33,54.55,5,35.29,11,18,1303.5,17,1,89941.5,72.22,344.3,12895.3,308
0,12,1,41.67,45.45,4,32,13,18,738.1,25,1,85353.4,44.44,260.7,12027.4,386
1,9,1,44.12,48,1,9.09,15,21,1560.9,11,0,91626.7,76.19,409.2,15706.9,347
0,10,1,55.88,52,3,28.57,13,17,1461.9,21,1,85345.7,88.24,345.4,13806.1,377
1,7,2,50,33.33,5,23.53,12,20,1615.9,17,1,89729.2,85,379.5,15214.1,348
0,12,1,50,66.67,0,31.58,12,16,1607.1,19,1,90019.6,75,358.6,13362.8,333
1,10,2,44,73.68,8,17.24,15,13,1227.6,29,1,86783.4,69.23,301.4,12252.9,395
0,5,3,56,26.32,1,16.67,11,20,776.6,12,1,84857.3,65,262.9,12027.4,264
1,13,5,50,45.83,1,20,12,15,983.4,15,0,86413.8,66.67,333.3,13106.5,280
0,12,1,50,54.17,6,24.32,10,13,1048.3,37,1,83988.3,84.62,321.2,13013,421
1,12,6,50,39.29,4,15,23,24,953.7,20,0,82973,70.83,286,12657.7,242
0,17,1,50,60.71,4,33.33,13,16,829.4,21,1,82485.7,68.75,236.5,10033.1,434
1,16,0,60,42.86,5,34.48,18,19,1202.3,29,1,85846.2,73.68,401.5,16556.1,340
0,8,5,40,57.14,2,31.25,13,14,1282.6,16,1,85967.2,64.29,423.5,16010.5,369
1,10,5,62.07,42.31,6,27.27,19,30,1014.2,22,0,79428.8,70,306.9,13249.5,216
0,13,2,37.93,57.69,9,26.09,19,15,1174.8,23,1,78827.1,80,314.6,12175.9,320
1,12,2,50,53.06,5,20,17,17,1273.8,20,1,84815.5,58.82,402.6,15120.6,274
0,15,1,50,46.94,8,22.73,13,21,1351.9,22,1,84953,76.19,334.4,14050.3,363
1,19,3,54.55,62.5,4,50,22,14,1142.9,14,1,84815.5,42.86,348.7,13158.2,251
0,17,2,45.45,37.5,6,40,14,14,1244.1,15,1,84535,57.14,326.7,13227.5,297
1,17,0,56.52,47.83,5,27.78,26,22,1067,18,1,87712.9,81.82,292.6,12584,292
0,13,1,43.48,52.17,4,21.43,17,15,1083.5,14,1,85595.4,80,288.2,12861.2,328
1,19,5,51.52,46.67,11,28.57,24,30,2005.3,28,0,84994.8,60,434.5,15065.6,277
0,14,1,48.48,53.33,6,30.77,15,21,1917.3,13,0,86441.3,52.38,416.9,16348.2,314
1,9,0,34.38,37.93,8,19.44,16,17,1356.3,36,0,82317.4,76.47,328.9,14421,415
0,11,3,65.63,62.07,4,25,27,26,1359.6,8,0,85995.8,65.38,320.1,13731.3,259
1,14,7,55.56,40.91,9,20,13,23,1169.3,25,0,87280.6,65.22,324.5,12006.5,330
0,12,2,44.44,59.09,3,7.69,13,24,851.4,13,0,87146.4,58.33,280.5,11069.3,330
1,20,4,58.06,50,5,22.73,17,33,1668.7,22,0,84954.1,57.58,371.8,14667.4,336
0,10,8,41.94,50,4,20,9,20,1545.5,20,0,87140.9,80,370.7,14251.6,309
1,25,2,69.23,48.15,8,33.33,14,20,1463,27,1,83983.9,65,322.3,11816.2,411
0,4,3,30.77,51.85,2,10,10,21,1520.2,10,0,87358.7,80.95,308,12569.7,268
1,14,2,44.74,72.73,2,42.11,14,19,1749,19,1,84371.1,52.63,421.3,14947.9,145
0,13,3,55.26,27.27,4,38.46,10,18,1730.3,26,0,84192.9,83.33,423.5,17350.3,167
1,31,1,58.62,54.29,13,28.3,8,24,1430,53,0,86243.3,66.67,391.6,14567.3,489
0,7,5,41.38,45.71,1,0,16,21,1350.8,6,0,90215.4,61.9,280.5,13148.3,248
1,20,4,56,52,2,27.78,13,20,1235.3,18,1,86738.3,70,355.3,13614.7,356
0,12,8,44,48,2,28.57,21,26,1015.3,14,0,85374.3,76.92,298.1,12842.5,289
1,13,0,38.89,66.67,5,25,13,18,1171.5,28,1,86385.2,61.11,315.7,13899.6,411
0,12,3,61.11,33.33,4,20,14,16,1472.9,15,0,89170.4,62.5,381.7,15178.9,290
1,12,4,50,43.75,9,17.24,18,25,1672,29,1,85165.3,76,391.6,13893,346
0,11,2,50,56.25,2,37.5,12,25,1766.6,8,0,88970.2,92,421.3,14084.4,295
1,25,0,28.57,50,14,22.22,11,15,951.5,45,0,82681.5,80,283.8,11951.5,410
0,11,5,71.43,50,1,22.22,17,24,548.9,9,0,84031.2,54.17,223.3,11118.8,210
1,16,3,41.67,46.15,8,26.92,23,11,2156,26,1,88971.3,54.55,481.8,17531.8,347
0,17,4,58.33,53.85,3,33.33,11,30,1505.9,15,0,87319.1,53.33,378.4,14867.6,301
1,21,6,54.55,76.47,6,47.06,15,20,1504.8,17,1,83260.1,75,321.2,11933.9,301
0,11,4,45.45,23.53,8,21.43,9,22,1654.4,14,0,85605.3,81.82,363,14276.9,309
1,13,0,48,59.26,5,35.29,22,15,1479.5,17,1,89229.8,46.67,337.7,15868.6,362
0,13,6,52,40.74,9,31.43,12,13,1543.3,35,0,90106.5,69.23,407,17428.4,365
1,20,3,46.15,54.55,6,19.05,15,17,720.5,21,0,83006,70.59,220,10685.4,291
0,8,3,53.85,45.45,1,26.67,26,17,742.5,15,0,83876.1,70.59,244.2,11574.2,425
1,13,2,41.38,53.57,5,22.22,13,18,789.8,27,0,88917.4,66.67,227.7,10425.8,283
0,13,3,58.62,46.43,2,36.36,13,13,842.6,11,0,87393.9,76.92,238.7,9434.7,450
1,10,2,60,36.67,5,26.09,17,23,885.5,23,0,88221.1,69.57,282.7,12386,382
0,12,0,40,63.33,3,13.33,13,13,574.2,15,0,84114.8,84.62,325.6,13050.4,337
1,13,1,41.67,45.45,10,18.18,15,10,1023,22,0,89343.1,80,276.1,10736,297
0,23,4,58.33,54.55,3,17.39,11,20,1375,23,0,87494,65,271.7,10750.3,363
1,16,0,47.83,50,5,40,14,17,1241.9,15,1,92408.8,76.47,344.3,14036,360
0,7,6,52.17,50,0,14.29,9,10,1008.7,14,0,89806.2,90,401.5,17935.5,445
1,15,6,50,42.31,2,71.43,13,16,1306.8,7,0,93685.9,87.5,358.6,14385.8,349
0,10,1,50,57.69,4,36.36,15,13,1509.2,22,0,91246.1,53.85,337.7,14538.7,371
1,16,1,48,50,6,28,14,17,622.6,25,1,85510.7,82.35,239.8,10091.4,319
0,9,1,52,50,5,15.79,18,15,434.5,19,0,87771.2,66.67,233.2,12797.4,357
1,12,0,40,56.25,1,20,17,15,821.7,10,0,85467.8,66.67,207.9,9443.5,257
0,9,2,60,43.75,2,15.15,18,18,838.2,33,0,80470.5,61.11,234.3,11185.9,408
1,22,2,69.23,55.56,8,35.71,17,14,1072.5,28,1,85674.6,92.86,277.2,11572,402
0,12,2,30.77,44.44,4,28.57,14,14,1314.5,14,0,89169.3,64.29,271.7,11167.2,299
1,10,3,50,34.62,4,12,10,12,1683,25,0,84262.2,50,334.4,12744.6,372
0,13,1,50,65.38,6,5.56,22,22,1414.6,18,0,86220.2,54.55,370.7,14212,262
1,6,4,50,42.86,6,15.38,17,13,908.6,13,1,85110.3,84.62,332.2,13032.8,319
0,11,0,50,57.14,6,9.38,10,15,904.2,32,0,83666,73.33,292.6,12399.2,379
1,17,3,60,44.44,6,39.13,12,12,1059.3,23,1,87509.4,75,212.3,10684.3,315
0,6,4,40,55.56,4,11.11,22,23,858,18,0,88404.8,73.91,299.2,13601.5,360
1,10,1,50,50,5,22.22,14,17,1092.3,27,1,85564.6,70.59,312.4,13083.4,336
0,17,4,50,50,8,26.67,10,16,1279.3,15,0,84304,87.5,347.6,13061.4,333
1,8,7,39.47,71.43,2,16.67,19,24,1123.1,12,0,84904.6,58.33,342.1,12769.9,58
0,11,3,60.53,28.57,6,30,15,16,1259.5,20,1,86253.2,81.25,342.1,14030.5,237
1,11,2,47.06,46.43,2,20,20,11,1395.9,20,0,79284.7,72.73,292.6,11122.1,252
0,21,4,52.94,53.57,5,24,12,10,1485,25,1,81650.8,60,294.8,11605,358
1,14,1,52.63,50,4,30,11,12,1164.9,20,1,84112.6,91.67,369.6,15964.3,394
0,9,4,47.37,50,7,25,18,15,1356.3,16,1,88619.3,40,376.2,15050.2,327
1,18,1,57.14,48.57,5,40.63,11,24,715,32,1,84997,79.17,284.9,11053.9,426
0,9,2,42.86,51.43,2,13.33,19,24,807.4,15,1,87353.2,66.67,253,11301.4,339
1,10,5,21.43,51.61,3,25,20,16,1256.2,12,0,83354.7,56.25,350.9,13160.4,304
0,17,6,78.57,48.39,5,14.29,18,13,1723.7,28,1,82002.8,61.54,358.6,13135.1,357
1,10,2,53.85,40.54,2,31.58,16,13,1408,19,1,88278.3,84.62,421.3,15869.7,359
0,13,2,46.15,59.46,3,44.83,19,16,1465.2,29,1,92583.7,75,390.5,16322.9,340
1,6,1,51.35,65.22,2,23.53,10,17,1048.3,17,1,87457.7,58.82,313.5,12580.7,276
0,13,3,48.65,34.78,8,33.33,12,21,1004.3,30,1,85776.9,71.43,361.9,13710.4,434
1,16,1,59.26,37.5,5,34.78,11,12,1046.1,23,1,86517.2,66.67,303.6,13538.8,302
0,12,3,40.74,62.5,3,22.22,20,23,730.4,18,1,83710,73.91,258.5,11983.4,356
1,14,4,63.16,50,13,23.26,14,18,1688.5,43,0,86198.2,55.56,455.4,17303,146
0,9,0,36.84,50,2,60,21,23,1512.5,5,1,88070.4,73.91,408.1,16127.1,131
1,15,0,44.74,53.85,7,32,15,27,1215.5,25,0,90148.3,74.07,392.7,16021.5,311
0,9,2,55.26,46.15,4,5.26,16,15,979,19,1,89225.4,73.33,333.3,13572.9,451
1,16,4,25,50,4,34.78,16,20,1628,23,0,89601.6,80,356.4,13638.9,246
0,15,2,75,50,2,21.43,21,9,1437.7,14,1,89692.9,77.78,306.9,11674.3,450
1,12,1,50.98,45.65,4,10.71,15,27,1261.7,28,0,92680.5,77.78,391.6,17145.7,164
0,10,3,49.02,54.35,1,35.71,22,27,1105.5,14,1,93107.3,77.78,326.7,14345.1,195
1,12,3,48.65,66.67,5,15.79,14,17,1199,19,1,86634.9,70.59,337.7,14153.7,288
0,17,5,51.35,33.33,6,50,16,17,913,20,1,83657.2,76.47,347.6,13910.6,345
1,17,1,65.52,43.24,5,28.57,15,21,1773.2,28,1,89606,80.95,416.9,16430.7,162
0,9,0,34.48,56.76,1,28.57,19,22,1371.7,7,1,91896.2,59.09,330,15462.7,139
1,9,2,61.9,59.26,1,9.09,9,10,611.6,11,1,82518.7,70,338.8,12724.8,307
0,11,0,38.1,40.74,4,18.75,17,20,696.3,16,1,83077.5,70,214.5,9708.6,389
1,25,4,55.88,36,3,37.14,17,19,1158.3,35,1,91364.9,73.68,320.1,13513.5,333
0,7,1,44.12,64,0,14.29,18,15,905.3,7,1,87623.8,86.67,293.7,11983.4,359
1,5,2,59.26,36,3,21.43,20,21,976.8,14,1,85149.9,61.9,333.3,14503.5,267
0,18,1,40.74,64,8,22.58,15,17,708.4,31,1,82483.5,70.59,259.6,12615.9,406
1,17,1,52.63,38.71,5,38.71,17,20,1510.3,31,1,86253.2,85,413.6,14938,352
0,7,1,47.37,61.29,0,30,16,20,1581.8,10,1,86760.3,50,394.9,15205.3,357
1,13,3,47.62,46.43,2,22.22,18,14,728.2,18,0,81306.5,71.43,265.1,11850.3,376
0,11,1,52.38,53.57,3,20,20,13,809.6,10,1,82579.2,69.23,302.5,11179.3,306
1,11,7,52,72.22,8,12,12,18,1740.2,25,0,82047.9,72.22,348.7,12168.2,254
0,11,2,48,27.78,4,22.22,22,12,1182.5,18,0,80066.8,75,308,11760.1,349
1,20,3,60,56.52,2,30.43,17,22,796.4,23,0,85977.1,63.64,280.5,12414.6,359
